LAMMPS data generated from YCOR400.gro

31200 atoms
6 atom types

0.000000 75.29860000 xlo xhi
0.000000 75.29860000 ylo yhi
0.000000 75.29860000 zlo zhi

Masses

1 12.0110000000 # C
2 18.9984031630 # F
3 1.0080000000 # H
4 14.0070000000 # N
5 15.9990000000 # O
6 32.0600000000 # S

Atoms # atomic

5867 3 60.78000000 55.25000000 30.23000000
5868 1 60.80000000 53.10000000 30.46000000
5869 2 60.24000000 53.02000000 31.69000000
5870 1 63.54000000 55.73000000 25.77000000
5871 3 64.01000000 55.16000000 24.98000000
5872 1 63.62000000 57.17000000 25.33000000
5873 1 64.02000000 57.51000000 24.06000000
5874 1 64.10000000 56.55000000 22.88000000
5875 3 64.57000000 55.62000000 23.20000000
5876 3 63.15000000 56.16000000 22.49000000
5877 3 64.68000000 56.95000000 22.06000000
5878 1 64.18000000 58.95000000 23.89000000
5879 1 63.80000000 59.68000000 24.98000000
5880 6 63.40000000 58.66000000 26.36000000
5881 1 64.10000000 61.18000000 24.70000000
5882 4 64.06000000 62.31000000 25.49000000
5883 1 64.19000000 62.23000000 27.01000000
5884 3 63.22000000 62.63000000 27.29000000
5885 3 64.27000000 61.19000000 27.35000000
5886 3 65.00000000 62.87000000 27.35000000
5887 1 64.67000000 63.35000000 24.68000000
5888 1 65.31000000 64.82000000 25.25000000
5889 1 66.31000000 65.39000000 24.45000000
5890 1 67.15000000 66.13000000 25.39000000
5891 1 66.54000000 66.19000000 26.59000000
5892 4 65.32000000 65.42000000 26.55000000
5893 1 64.07000000 65.60000000 27.30000000
5894 3 63.30000000 64.89000000 27.00000000
5895 3 64.32000000 65.48000000 28.36000000
5896 3 63.66000000 66.59000000 27.12000000
5897 1 67.27000000 66.84000000 27.64000000
5898 1 68.44000000 67.40000000 27.14000000
5899 6 68.82000000 66.75000000 25.45000000
5900 1 69.03000000 68.37000000 28.14000000
5901 1 68.29000000 68.46000000 29.27000000
5902 6 66.84000000 67.31000000 29.30000000
5903 3 68.38000000 69.19000000 30.07000000
5904 1 70.41000000 68.87000000 27.92000000
5905 3 70.43000000 69.94000000 28.13000000
5906 3 71.10000000 68.24000000 28.48000000
5907 3 70.75000000 68.69000000 26.90000000
5908 1 66.57000000 64.82000000 23.03000000
5909 1 66.04000000 63.58000000 22.53000000
5910 1 65.07000000 62.82000000 23.44000000
5911 1 64.66000000 61.40000000 23.48000000
5912 6 64.80000000 59.92000000 22.46000000
5913 4 66.18000000 63.17000000 21.14000000
5914 1 66.84000000 64.05000000 20.43000000
5915 1 67.42000000 65.23000000 20.98000000
5916 4 67.27000000 65.65000000 22.21000000
5917 1 68.08000000 65.97000000 19.89000000
5918 1 67.81000000 65.41000000 18.69000000
5919 1 66.96000000 64.14000000 18.88000000
5920 5 66.62000000 63.34000000 18.04000000
5921 1 68.34000000 65.94000000 17.51000000
5922 3 68.43000000 65.32000000 16.62000000
5923 1 69.06000000 67.11000000 17.50000000
5924 3 69.22000000 67.64000000 16.56000000
5925 1 69.26000000 67.70000000 18.78000000
5926 3 69.77000000 68.66000000 18.86000000
5927 1 68.79000000 67.14000000 19.95000000
5928 3 69.13000000 67.62000000 20.86000000
5929 2 55.62000000 20.56000000 29.03000000
5930 1 54.68000000 21.29000000 28.42000000
5931 1 54.83000000 21.47000000 27.05000000
5932 3 55.78000000 21.13000000 26.66000000
5933 1 54.00000000 22.21000000 26.31000000
5934 1 53.77000000 22.25000000 24.88000000
5935 1 54.26000000 21.33000000 24.01000000
5936 1 54.99000000 21.67000000 22.76000000
5937 4 55.66000000 22.25000000 21.99000000
5938 1 53.94000000 19.93000000 24.18000000
5939 4 53.68000000 18.79000000 24.17000000
5940 1 52.74000000 23.38000000 24.61000000
5941 1 52.34000000 23.82000000 25.95000000
5942 5 51.80000000 24.89000000 26.16000000
5943 1 53.08000000 22.99000000 26.95000000
5944 1 52.96000000 22.95000000 28.36000000
5945 3 52.52000000 23.82000000 28.84000000
5946 1 53.71000000 22.05000000 29.10000000
5947 2 53.72000000 22.00000000 30.43000000
5948 1 52.48000000 23.86000000 23.39000000
5949 3 52.77000000 23.20000000 22.57000000
5950 1 51.72000000 24.92000000 22.68000000
5951 1 50.43000000 25.34000000 23.01000000
5952 1 49.40000000 24.49000000 23.70000000
5953 3 48.39000000 24.73000000 23.37000000
5954 3 49.61000000 23.45000000 23.48000000
5955 3 49.36000000 24.71000000 24.77000000
5956 1 50.03000000 26.47000000 22.27000000
5957 1 50.96000000 26.89000000 21.35000000
5958 6 52.43000000 25.92000000 21.42000000
5959 1 50.52000000 28.10000000 20.65000000
5960 4 50.95000000 29.04000000 19.66000000
5961 1 52.18000000 28.78000000 18.79000000
5962 3 52.00000000 28.93000000 17.72000000
5963 3 53.15000000 29.16000000 19.10000000
5964 3 52.33000000 27.70000000 18.78000000
5965 1 50.01000000 30.06000000 19.48000000
5966 1 49.88000000 31.31000000 18.60000000
5967 1 48.67000000 31.96000000 18.59000000
5968 1 48.84000000 33.04000000 17.70000000
5969 1 50.01000000 32.92000000 17.01000000
5970 4 50.74000000 31.86000000 17.62000000
5971 1 52.16000000 32.22000000 17.86000000
5972 3 52.54000000 33.04000000 17.27000000
5973 3 52.21000000 32.47000000 18.92000000
5974 3 52.86000000 31.40000000 17.73000000
5975 1 50.27000000 33.92000000 16.05000000
5976 1 49.31000000 34.83000000 16.08000000
5977 6 47.96000000 34.52000000 17.25000000
5978 1 49.56000000 35.90000000 14.97000000
5979 1 50.65000000 35.62000000 14.26000000
5980 6 51.54000000 34.26000000 14.81000000
5981 3 51.14000000 36.40000000 13.68000000
5982 1 48.62000000 37.02000000 14.75000000
5983 3 47.60000000 36.63000000 14.72000000
5984 3 48.80000000 37.66000000 15.61000000
5985 3 48.81000000 37.58000000 13.83000000
5986 1 47.46000000 31.45000000 19.47000000
5987 1 47.62000000 30.40000000 20.39000000
5988 1 48.92000000 29.68000000 20.31000000
5989 1 49.27000000 28.39000000 20.97000000
5990 6 48.55000000 27.26000000 22.19000000
5991 4 46.54000000 29.95000000 21.18000000
5992 1 45.39000000 30.57000000 20.95000000
5993 1 45.23000000 31.60000000 20.00000000
5994 4 46.20000000 32.03000000 19.27000000
5995 1 43.80000000 32.12000000 20.06000000
5996 1 42.99000000 31.46000000 21.08000000
5997 1 44.00000000 30.36000000 21.61000000
5998 5 43.66000000 29.52000000 22.50000000
5999 1 41.70000000 31.61000000 21.20000000
6000 3 41.21000000 31.34000000 22.13000000
6001 1 41.05000000 32.47000000 20.30000000
6002 3 39.97000000 32.51000000 20.22000000
6003 1 41.75000000 33.13000000 19.34000000
6004 3 41.26000000 33.92000000 18.76000000
6005 1 43.17000000 33.03000000 19.21000000
6006 3 43.67000000 33.64000000 18.47000000
6007 2 13.33000000 40.55000000 46.31000000
6008 1 14.08000000 39.54000000 46.60000000
6009 1 14.13000000 38.43000000 45.82000000
6010 3 13.68000000 38.46000000 44.84000000
6011 1 14.89000000 37.31000000 46.26000000
6012 1 15.14000000 35.92000000 45.71000000
6013 1 14.67000000 35.38000000 44.57000000
6014 1 15.42000000 34.57000000 43.61000000
6015 4 16.26000000 34.14000000 42.92000000
6016 1 13.25000000 35.69000000 44.12000000
6017 4 12.22000000 35.93000000 43.71000000
6018 1 16.11000000 35.25000000 46.72000000
6019 1 16.20000000 36.16000000 47.92000000
6020 5 16.35000000 35.70000000 49.04000000
6021 1 15.43000000 37.38000000 47.55000000
6022 1 15.36000000 38.52000000 48.33000000
6023 3 15.86000000 38.55000000 49.30000000
6024 1 14.73000000 39.61000000 47.82000000
6025 2 14.86000000 40.80000000 48.44000000
6026 1 17.18000000 34.46000000 46.39000000
6027 3 17.33000000 34.36000000 45.32000000
6028 1 18.33000000 33.74000000 47.06000000
6029 1 19.43000000 34.48000000 47.38000000
6030 1 19.71000000 35.99000000 47.48000000
6031 3 19.20000000 36.59000000 46.72000000
6032 3 19.35000000 36.27000000 48.47000000
6033 3 20.78000000 36.17000000 47.43000000
6034 1 20.65000000 33.63000000 47.53000000
6035 1 20.39000000 32.29000000 47.36000000
6036 6 18.63000000 32.01000000 47.08000000
6037 1 21.56000000 31.48000000 47.25000000
6038 4 21.89000000 30.14000000 46.96000000
6039 1 20.97000000 29.13000000 47.53000000
6040 3 20.21000000 29.67000000 48.10000000
6041 3 20.45000000 28.54000000 46.78000000
6042 3 21.51000000 28.47000000 48.21000000
6043 1 23.33000000 30.13000000 46.81000000
6044 1 24.35000000 28.82000000 46.56000000
6045 1 25.72000000 28.99000000 46.71000000
6046 1 26.38000000 27.75000000 46.48000000
6047 1 25.35000000 26.81000000 46.30000000
6048 4 24.14000000 27.45000000 46.29000000
6049 1 23.08000000 26.92000000 45.40000000
6050 3 22.17000000 26.68000000 45.96000000
6051 3 22.72000000 27.66000000 44.69000000
6052 3 23.33000000 26.00000000 44.88000000
6053 1 25.91000000 25.47000000 46.08000000
6054 1 27.24000000 25.51000000 45.88000000
6055 6 27.99000000 27.16000000 46.23000000
6056 1 27.83000000 24.26000000 45.50000000
6057 1 26.87000000 23.40000000 45.23000000
6058 6 25.20000000 23.95000000 45.59000000
6059 3 26.89000000 22.44000000 44.72000000
6060 1 29.39000000 24.06000000 45.46000000
6061 3 29.73000000 23.82000000 46.47000000
6062 3 29.68000000 23.20000000 44.86000000
6063 3 29.92000000 24.94000000 45.08000000
6064 1 26.33000000 30.47000000 47.04000000
6065 1 25.50000000 31.57000000 47.35000000
6066 1 23.84000000 31.43000000 47.08000000
6067 1 22.69000000 32.26000000 47.35000000
6068 6 22.39000000 33.94000000 47.72000000
6069 4 26.10000000 32.75000000 47.94000000
6070 1 27.43000000 32.76000000 48.03000000
6071 1 28.21000000 31.68000000 47.61000000
6072 4 27.68000000 30.59000000 47.11000000
6073 1 29.65000000 31.85000000 48.02000000
6074 1 29.78000000 33.19000000 48.45000000
6075 1 28.42000000 33.83000000 48.62000000
6076 5 28.15000000 34.99000000 48.91000000
6077 1 31.05000000 33.70000000 48.63000000
6078 3 31.05000000 34.57000000 49.30000000
6079 1 32.24000000 33.01000000 48.42000000
6080 3 33.16000000 33.59000000 48.32000000
6081 1 32.10000000 31.62000000 48.06000000
6082 3 32.96000000 31.11000000 47.63000000
6083 1 30.80000000 31.08000000 47.85000000
6084 3 30.69000000 29.99000000 47.81000000
6085 2 9.80000000 64.10000000 23.34000000
6086 1 10.67000000 64.17000000 22.33000000
6087 1 10.19000000 64.37000000 21.02000000
6088 3 9.12000000 64.32000000 20.86000000
6089 1 10.99000000 64.59000000 19.93000000
6090 1 10.66000000 65.15000000 18.58000000
6091 1 9.54000000 65.54000000 18.07000000
6092 1 9.02000000 66.89000000 18.11000000
6093 4 8.72000000 68.05000000 18.21000000
6094 1 8.83000000 64.67000000 17.10000000
6095 4 8.34000000 63.98000000 16.31000000
6096 1 12.00000000 65.50000000 17.93000000
6097 1 13.11000000 65.08000000 18.86000000
6098 5 14.29000000 64.87000000 18.57000000
6099 1 12.39000000 64.43000000 20.11000000
6100 1 12.93000000 64.15000000 21.38000000
6101 3 14.00000000 63.93000000 21.45000000
6102 1 12.11000000 64.03000000 22.56000000
6103 2 12.60000000 63.43000000 23.68000000
6104 1 12.17000000 66.11000000 16.77000000
6105 3 11.28000000 66.43000000 16.23000000
6106 1 13.26000000 66.56000000 15.88000000
6107 1 13.16000000 66.43000000 14.56000000
6108 1 12.14000000 65.72000000 13.66000000
6109 3 12.56000000 64.78000000 13.30000000
6110 3 11.16000000 65.49000000 14.07000000
6111 3 11.99000000 66.30000000 12.75000000
6112 1 14.41000000 66.96000000 13.91000000
6113 1 15.32000000 67.51000000 14.71000000
6114 6 14.88000000 67.25000000 16.42000000
6115 1 16.55000000 67.79000000 14.04000000
6116 4 17.78000000 68.38000000 14.36000000
6117 1 18.14000000 68.78000000 15.71000000
6118 3 18.15000000 69.86000000 15.83000000
6119 3 17.58000000 68.29000000 16.52000000
6120 3 19.16000000 68.41000000 15.83000000
6121 1 18.64000000 68.19000000 13.19000000
6122 1 20.13000000 68.42000000 12.89000000
6123 1 20.78000000 67.95000000 11.70000000
6124 1 22.17000000 68.32000000 11.75000000
6125 1 22.35000000 69.06000000 12.84000000
6126 4 21.17000000 69.14000000 13.61000000
6127 1 20.91000000 70.18000000 14.62000000
6128 3 20.97000000 69.75000000 15.62000000
6129 3 21.65000000 70.97000000 14.49000000
6130 3 19.96000000 70.63000000 14.34000000
6131 1 23.79000000 69.46000000 13.03000000
6132 1 24.57000000 69.00000000 12.08000000
6133 6 23.65000000 68.17000000 10.82000000
6134 1 25.93000000 69.54000000 12.11000000
6135 1 26.12000000 70.38000000 13.09000000
6136 6 24.62000000 70.64000000 14.06000000
6137 3 26.91000000 71.13000000 13.07000000
6138 1 27.00000000 69.19000000 11.13000000
6139 3 27.82000000 69.91000000 11.10000000
6140 3 27.43000000 68.23000000 11.41000000
6141 3 26.56000000 69.00000000 10.15000000
6142 1 19.97000000 67.17000000 10.65000000
6143 1 18.58000000 66.99000000 10.82000000
6144 1 17.84000000 67.53000000 12.21000000
6145 1 16.55000000 67.40000000 12.74000000
6146 6 14.98000000 66.69000000 12.22000000
6147 4 17.80000000 66.20000000 9.97000000
6148 1 18.45000000 65.59000000 9.00000000
6149 1 19.89000000 65.85000000 8.78000000
6150 4 20.64000000 66.60000000 9.56000000
6151 1 20.28000000 65.13000000 7.56000000
6152 1 19.19000000 64.36000000 7.08000000
6153 1 17.99000000 64.51000000 8.00000000
6154 5 17.06000000 63.70000000 8.06000000
6155 1 19.45000000 63.49000000 6.07000000
6156 3 18.67000000 62.94000000 5.54000000
6157 1 20.73000000 63.25000000 5.61000000
6158 3 20.90000000 62.44000000 4.90000000
6159 1 21.78000000 63.93000000 6.03000000
6160 3 22.84000000 63.67000000 5.92000000
6161 1 21.52000000 64.92000000 7.01000000
6162 3 22.36000000 65.58000000 7.24000000
6163 2 36.60000000 9.43000000 54.46000000
6164 1 37.26000000 8.28000000 54.56000000
6165 1 37.32000000 7.72000000 55.83000000
6166 3 37.09000000 8.34000000 56.68000000
6167 1 37.70000000 6.36000000 56.03000000
6168 1 37.99000000 5.46000000 57.27000000
6169 1 38.00000000 5.80000000 58.64000000
6170 1 36.80000000 5.76000000 59.50000000
6171 4 35.65000000 5.50000000 59.64000000
6172 1 39.13000000 5.89000000 59.56000000
6173 4 39.93000000 6.00000000 60.39000000
6174 1 38.41000000 4.13000000 56.74000000
6175 1 38.43000000 4.26000000 55.21000000
6176 5 38.91000000 3.46000000 54.46000000
6177 1 38.04000000 5.66000000 54.88000000
6178 1 38.08000000 6.22000000 53.60000000
6179 3 38.65000000 5.82000000 52.77000000
6180 1 37.61000000 7.52000000 53.38000000
6181 2 37.94000000 8.18000000 52.24000000
6182 1 38.60000000 2.99000000 57.45000000
6183 3 38.04000000 2.89000000 58.38000000
6184 1 39.14000000 1.65000000 57.13000000
6185 1 39.58000000 0.77000000 58.09000000
6186 1 40.00000000 1.16000000 59.50000000
6187 3 40.63000000 2.05000000 59.55000000
6188 3 39.17000000 1.57000000 60.08000000
6189 3 40.45000000 0.34000000 60.04000000
6190 1 39.86000000 74.74000000 57.62000000
6191 1 39.71000000 74.61000000 56.32000000
6192 6 39.11000000 0.78000000 55.56000000
6193 1 39.90000000 73.36000000 55.81000000
6194 4 39.61000000 72.77000000 54.60000000
6195 1 40.20000000 73.36000000 53.35000000
6196 3 40.99000000 72.67000000 53.06000000
6197 3 39.51000000 73.45000000 52.51000000
6198 3 40.48000000 74.39000000 53.58000000
6199 1 39.51000000 71.38000000 54.89000000
6200 1 38.85000000 70.12000000 53.90000000
6201 1 38.58000000 68.87000000 54.48000000
6202 1 38.23000000 67.96000000 53.44000000
6203 1 38.19000000 68.65000000 52.30000000
6204 4 38.61000000 69.97000000 52.52000000
6205 1 38.13000000 71.01000000 51.53000000
6206 3 37.45000000 71.59000000 52.16000000
6207 3 39.02000000 71.59000000 51.30000000
6208 3 37.59000000 70.49000000 50.74000000
6209 1 37.75000000 67.84000000 51.17000000
6210 1 37.40000000 66.61000000 51.56000000
6211 6 37.74000000 66.28000000 53.28000000
6212 1 36.89000000 65.83000000 50.46000000
6213 1 36.82000000 66.52000000 49.30000000
6214 6 37.57000000 68.11000000 49.44000000
6215 3 36.15000000 66.35000000 48.45000000
6216 1 36.28000000 64.48000000 50.74000000
6217 3 36.68000000 63.93000000 51.60000000
6218 3 35.26000000 64.65000000 51.07000000
6219 3 36.34000000 63.85000000 49.85000000
6220 1 39.03000000 68.71000000 56.09000000
6221 1 39.55000000 69.74000000 56.92000000
6222 1 39.76000000 71.15000000 56.22000000
6223 1 40.14000000 72.42000000 56.78000000
6224 6 40.26000000 73.21000000 58.39000000
6225 4 39.71000000 69.62000000 58.23000000
6226 1 39.33000000 68.46000000 58.75000000
6227 1 38.76000000 67.35000000 58.02000000
6228 4 38.62000000 67.51000000 56.70000000
6229 1 38.50000000 66.21000000 58.91000000
6230 1 38.92000000 66.57000000 60.22000000
6231 1 39.31000000 68.07000000 60.23000000
6232 5 39.14000000 68.79000000 61.18000000
6233 1 39.06000000 65.64000000 61.18000000
6234 3 39.53000000 65.88000000 62.14000000
6235 1 38.70000000 64.32000000 60.92000000
6236 3 38.66000000 63.56000000 61.70000000
6237 1 38.16000000 63.96000000 59.67000000
6238 3 37.90000000 62.93000000 59.40000000
6239 1 37.98000000 64.91000000 58.70000000
6240 3 37.41000000 64.69000000 57.80000000
6241 2 28.29000000 31.42000000 51.69000000
6242 1 29.52000000 31.74000000 52.18000000
6243 1 30.39000000 30.62000000 52.28000000
6244 3 29.91000000 29.66000000 52.39000000
6245 1 31.70000000 30.76000000 52.65000000
6246 1 32.85000000 29.80000000 52.71000000
6247 1 32.84000000 28.46000000 52.48000000
6248 1 32.30000000 27.47000000 53.39000000
6249 4 31.83000000 26.55000000 53.97000000
6250 1 33.37000000 27.77000000 51.21000000
6251 4 33.70000000 27.10000000 50.29000000
6252 1 34.06000000 30.60000000 53.11000000
6253 1 33.63000000 32.02000000 53.34000000
6254 5 34.32000000 32.95000000 53.80000000
6255 1 32.21000000 32.03000000 52.93000000
6256 1 31.36000000 33.15000000 52.78000000
6257 3 31.84000000 34.09000000 53.04000000
6258 1 30.02000000 33.03000000 52.49000000
6259 2 29.18000000 34.09000000 52.49000000
6260 1 35.22000000 30.04000000 53.38000000
6261 3 35.19000000 28.97000000 53.59000000
6262 1 36.64000000 30.43000000 53.67000000
6263 1 37.64000000 29.77000000 53.04000000
6264 1 37.63000000 28.54000000 52.13000000
6265 3 37.66000000 28.71000000 51.06000000
6266 3 38.42000000 27.84000000 52.40000000
6267 3 36.69000000 28.02000000 52.33000000
6268 1 38.90000000 30.36000000 53.46000000
6269 1 38.83000000 31.45000000 54.27000000
6270 6 37.16000000 31.88000000 54.66000000
6271 1 40.24000000 31.87000000 54.72000000
6272 4 40.81000000 32.86000000 55.60000000
6273 1 40.03000000 33.54000000 56.64000000
6274 3 39.02000000 33.15000000 56.76000000
6275 3 40.38000000 33.52000000 57.68000000
6276 3 39.85000000 34.55000000 56.28000000
6277 1 42.26000000 32.72000000 55.48000000
6278 1 43.41000000 33.65000000 56.08000000
6279 1 44.74000000 33.47000000 55.61000000
6280 1 45.57000000 34.49000000 56.27000000
6281 1 44.76000000 35.18000000 57.12000000
6282 4 43.43000000 34.75000000 56.97000000
6283 1 42.33000000 35.80000000 57.12000000
6284 3 42.73000000 36.76000000 57.47000000
6285 3 41.78000000 35.90000000 56.19000000
6286 3 41.61000000 35.42000000 57.85000000
6287 1 45.51000000 36.22000000 57.74000000
6288 1 46.77000000 36.42000000 57.25000000
6289 6 47.21000000 35.14000000 56.06000000
6290 1 47.53000000 37.49000000 57.88000000
6291 1 46.82000000 38.10000000 58.82000000
6292 6 45.15000000 37.40000000 58.98000000
6293 3 46.96000000 39.15000000 59.06000000
6294 1 48.95000000 37.96000000 57.34000000
6295 3 49.43000000 37.28000000 56.63000000
6296 3 48.88000000 38.99000000 56.98000000
6297 3 49.64000000 38.00000000 58.19000000
6298 1 45.05000000 32.39000000 54.38000000
6299 1 43.97000000 31.66000000 53.79000000
6300 1 42.49000000 31.76000000 54.49000000
6301 1 41.27000000 31.23000000 54.09000000
6302 6 40.66000000 29.90000000 53.02000000
6303 4 44.15000000 30.91000000 52.62000000
6304 1 45.36000000 30.96000000 52.15000000
6305 1 46.45000000 31.56000000 52.78000000
6306 4 46.35000000 32.36000000 53.88000000
6307 1 47.69000000 31.35000000 51.98000000
6308 1 47.41000000 30.63000000 50.79000000
6309 1 45.93000000 30.21000000 50.94000000
6310 5 45.30000000 29.58000000 50.07000000
6311 1 48.43000000 30.28000000 49.95000000
6312 3 48.20000000 29.69000000 49.07000000
6313 1 49.73000000 30.59000000 50.30000000
6314 3 50.55000000 30.23000000 49.68000000
6315 1 50.05000000 31.30000000 51.44000000
6316 3 51.09000000 31.34000000 51.75000000
6317 1 48.99000000 31.70000000 52.20000000
6318 3 49.18000000 32.21000000 53.15000000
6319 2 28.62000000 67.40000000 25.58000000
6320 1 28.63000000 67.80000000 26.88000000
6321 1 27.79000000 67.29000000 27.82000000
6322 3 26.95000000 66.69000000 27.49000000
6323 1 27.89000000 67.72000000 29.17000000
6324 1 27.26000000 67.04000000 30.35000000
6325 1 26.02000000 66.44000000 30.34000000
6326 1 24.80000000 67.07000000 29.90000000
6327 4 24.03000000 67.67000000 29.33000000
6328 1 25.70000000 65.14000000 30.96000000
6329 4 25.36000000 64.14000000 31.47000000
6330 1 27.94000000 67.61000000 31.62000000
6331 1 28.87000000 68.73000000 31.12000000
6332 5 29.44000000 69.49000000 31.86000000
6333 1 28.85000000 68.66000000 29.61000000
6334 1 29.76000000 69.20000000 28.60000000
6335 3 30.63000000 69.71000000 29.03000000
6336 1 29.62000000 68.86000000 27.28000000
6337 2 29.95000000 69.89000000 26.45000000
6338 1 28.03000000 66.84000000 32.73000000
6339 3 27.44000000 65.92000000 32.70000000
6340 1 28.54000000 66.92000000 34.13000000
6341 1 29.81000000 67.23000000 34.51000000
6342 1 31.03000000 67.09000000 33.64000000
6343 3 31.39000000 68.06000000 33.31000000
6344 3 31.89000000 66.69000000 34.18000000
6345 3 30.80000000 66.47000000 32.77000000
6346 1 30.08000000 67.32000000 35.91000000
6347 1 28.98000000 66.81000000 36.63000000
6348 6 27.57000000 66.53000000 35.62000000
6349 1 29.32000000 66.79000000 38.12000000
6350 4 28.69000000 66.57000000 39.31000000
6351 1 27.61000000 65.53000000 39.44000000
6352 3 27.88000000 64.78000000 40.18000000
6353 3 26.64000000 65.93000000 39.74000000
6354 3 27.51000000 64.94000000 38.53000000
6355 1 29.65000000 66.66000000 40.37000000
6356 1 29.49000000 66.29000000 41.92000000
6357 1 30.65000000 66.35000000 42.74000000
6358 1 30.29000000 65.99000000 44.07000000
6359 1 28.96000000 65.95000000 44.10000000
6360 4 28.37000000 65.99000000 42.82000000
6361 1 26.91000000 66.36000000 42.58000000
6362 3 26.35000000 65.64000000 41.99000000
6363 3 26.42000000 66.38000000 43.56000000
6364 3 26.80000000 67.34000000 42.11000000
6365 1 28.45000000 65.61000000 45.40000000
6366 1 29.48000000 65.29000000 46.29000000
6367 6 31.04000000 65.61000000 45.65000000
6368 1 28.95000000 65.06000000 47.63000000
6369 1 27.63000000 65.25000000 47.73000000
6370 6 26.83000000 65.61000000 46.21000000
6371 3 27.03000000 65.13000000 48.64000000
6372 1 29.84000000 64.60000000 48.75000000
6373 3 30.26000000 63.62000000 48.52000000
6374 3 30.68000000 65.28000000 48.89000000
6375 3 29.28000000 64.55000000 49.68000000
6376 1 31.93000000 66.77000000 42.11000000
6377 1 32.12000000 67.04000000 40.74000000
6378 1 30.92000000 66.92000000 39.81000000
6379 1 30.63000000 67.16000000 38.40000000
6380 6 31.54000000 67.72000000 36.98000000
6381 4 33.37000000 67.52000000 40.19000000
6382 1 34.32000000 67.74000000 41.08000000
6383 1 34.13000000 67.54000000 42.45000000
6384 4 33.01000000 67.07000000 43.01000000
6385 1 35.36000000 67.80000000 43.18000000
6386 1 36.39000000 68.11000000 42.25000000
6387 1 35.79000000 68.07000000 40.88000000
6388 5 36.31000000 68.26000000 39.77000000
6389 1 37.62000000 68.51000000 42.77000000
6390 3 38.45000000 68.88000000 42.16000000
6391 1 37.91000000 68.46000000 44.16000000
6392 3 38.85000000 68.78000000 44.62000000
6393 1 36.87000000 68.14000000 45.03000000
6394 3 37.04000000 68.47000000 46.05000000
6395 1 35.66000000 67.84000000 44.52000000
6396 3 34.80000000 67.79000000 45.18000000
6397 2 39.87000000 64.51000000 38.54000000
6398 1 41.04000000 65.19000000 38.44000000
6399 1 42.16000000 64.63000000 37.87000000
6400 3 42.06000000 63.66000000 37.40000000
6401 1 43.31000000 65.38000000 37.55000000
6402 1 44.64000000 64.90000000 37.02000000
6403 1 45.15000000 63.67000000 36.97000000
6404 1 44.52000000 62.44000000 36.33000000
6405 4 43.94000000 61.66000000 35.71000000
6406 1 46.26000000 63.22000000 37.75000000
6407 4 47.12000000 62.90000000 38.47000000
6408 1 45.49000000 66.20000000 37.02000000
6409 1 44.63000000 67.32000000 37.69000000
6410 5 45.01000000 68.37000000 38.10000000
6411 1 43.26000000 66.75000000 37.82000000
6412 1 42.14000000 67.36000000 38.43000000
6413 3 42.08000000 68.43000000 38.63000000
6414 1 41.04000000 66.58000000 38.71000000
6415 2 39.92000000 67.20000000 39.15000000
6416 1 46.74000000 66.20000000 36.65000000
6417 3 47.22000000 65.22000000 36.69000000
6418 1 47.58000000 67.30000000 36.20000000
6419 1 48.95000000 67.27000000 36.21000000
6420 1 49.84000000 66.21000000 36.86000000
6421 3 49.92000000 65.29000000 36.28000000
6422 3 50.84000000 66.54000000 37.14000000
6423 3 49.48000000 65.92000000 37.85000000
6424 1 49.46000000 68.40000000 35.63000000
6425 1 48.54000000 69.33000000 35.17000000
6426 6 46.93000000 68.75000000 35.47000000
6427 1 49.18000000 70.35000000 34.34000000
6428 4 48.77000000 71.52000000 33.63000000
6429 1 47.33000000 71.64000000 33.29000000
6430 3 46.74000000 70.86000000 33.78000000
6431 3 46.88000000 72.58000000 33.59000000
6432 3 47.17000000 71.54000000 32.22000000
6433 1 49.89000000 71.96000000 32.84000000
6434 1 50.00000000 73.12000000 31.81000000
6435 1 51.05000000 73.12000000 30.93000000
6436 1 50.69000000 74.11000000 29.93000000
6437 1 49.54000000 74.69000000 30.34000000
6438 4 49.10000000 74.18000000 31.55000000
6439 1 48.40000000 74.95000000 32.60000000
6440 3 49.03000000 0.50000000 32.88000000
6441 3 47.40000000 75.24000000 32.29000000
6442 3 48.29000000 74.38000000 33.52000000
6443 1 49.14000000 0.55000000 29.43000000
6444 1 49.97000000 0.64000000 28.35000000
6445 6 51.34000000 74.75000000 28.39000000
6446 1 49.57000000 1.74000000 27.39000000
6447 1 48.55000000 2.41000000 27.88000000
6448 6 47.88000000 1.74000000 29.43000000
6449 3 48.25000000 3.42000000 27.64000000
6450 1 50.48000000 2.08000000 26.19000000
6451 3 51.31000000 2.72000000 26.52000000
6452 3 50.90000000 1.18000000 25.75000000
6453 3 49.90000000 2.62000000 25.45000000
6454 1 52.26000000 72.02000000 31.12000000
6455 1 52.19000000 71.09000000 32.17000000
6456 1 50.89000000 70.98000000 33.04000000
6457 1 50.45000000 69.99000000 34.05000000
6458 6 51.11000000 68.60000000 34.95000000
6459 4 53.25000000 70.24000000 32.49000000
6460 1 54.33000000 70.30000000 31.74000000
6461 1 54.36000000 71.12000000 30.58000000
6462 4 53.40000000 71.97000000 30.30000000
6463 1 55.67000000 70.87000000 29.87000000
6464 1 56.41000000 69.98000000 30.61000000
6465 1 55.64000000 69.56000000 31.83000000
6466 5 56.19000000 69.05000000 32.81000000
6467 1 57.73000000 69.70000000 30.22000000
