LAMMPS data generated from YCOR400.gro

31200 atoms
6 atom types

0.000000 75.29860000 xlo xhi
0.000000 75.29860000 ylo yhi
0.000000 75.29860000 zlo zhi

Masses

1 12.0110000000 # C
2 18.9984031630 # F
3 1.0080000000 # H
4 14.0070000000 # N
5 15.9990000000 # O
6 32.0600000000 # S

Atoms # atomic

18602 1 45.26000000 17.73000000 17.39000000
18603 1 44.15000000 17.47000000 18.23000000
18604 1 44.47000000 16.25000000 18.96000000
18605 1 45.73000000 15.86000000 18.58000000
18606 4 46.23000000 16.70000000 17.64000000
18607 1 47.39000000 16.26000000 16.78000000
18608 3 47.65000000 15.22000000 16.98000000
18609 3 47.22000000 16.35000000 15.71000000
18610 3 48.25000000 16.88000000 17.07000000
18611 1 46.19000000 14.77000000 19.36000000
18612 1 45.23000000 14.28000000 20.15000000
18613 6 43.65000000 15.16000000 20.07000000
18614 1 45.59000000 13.01000000 20.83000000
18615 1 46.83000000 12.58000000 20.48000000
18616 6 47.58000000 13.68000000 19.23000000
18617 3 47.45000000 11.78000000 20.89000000
18618 1 44.75000000 12.53000000 22.05000000
18619 3 44.41000000 11.50000000 21.94000000
18620 3 45.27000000 12.62000000 23.00000000
18621 3 43.82000000 13.10000000 22.02000000
18622 1 42.91000000 18.21000000 18.20000000
18623 1 42.82000000 19.29000000 17.30000000
18624 1 43.98000000 19.62000000 16.25000000
18625 1 44.12000000 20.64000000 15.25000000
18626 6 43.25000000 22.10000000 14.62000000
18627 4 41.67000000 20.09000000 17.44000000
18628 1 40.72000000 19.76000000 18.31000000
18629 1 40.86000000 18.66000000 19.16000000
18630 4 41.92000000 17.91000000 19.16000000
18631 1 39.74000000 18.76000000 20.18000000
18632 1 38.93000000 19.84000000 19.98000000
18633 1 39.45000000 20.53000000 18.73000000
18634 5 38.74000000 21.22000000 18.01000000
18635 1 37.88000000 20.14000000 20.86000000
18636 3 37.29000000 21.01000000 20.56000000
18637 1 37.58000000 19.28000000 21.92000000
18638 3 36.81000000 19.57000000 22.64000000
18639 1 38.42000000 18.19000000 22.10000000
18640 3 38.34000000 17.53000000 22.97000000
18641 1 39.55000000 17.96000000 21.26000000
18642 3 40.33000000 17.24000000 21.54000000
18643 2 71.14000000 7.09000000 53.93000000
18644 1 71.77000000 6.88000000 55.13000000
18645 1 73.18000000 6.88000000 55.15000000
18646 3 73.73000000 7.03000000 54.24000000
18647 1 73.89000000 6.64000000 56.36000000
18648 1 0.11000000 6.67000000 56.68000000
18649 1 1.06000000 6.86000000 55.74000000
18650 1 1.40000000 5.94000000 54.59000000
18651 4 1.77000000 5.14000000 53.80000000
18652 1 1.87000000 8.07000000 55.89000000
18653 4 2.41000000 9.08000000 56.05000000
18654 1 0.32000000 6.64000000 58.21000000
18655 1 74.11000000 6.61000000 58.75000000
18656 5 73.67000000 6.56000000 59.87000000
18657 1 73.13000000 6.58000000 57.53000000
18658 1 71.71000000 6.78000000 57.52000000
18659 3 71.19000000 6.88000000 58.47000000
18660 1 71.05000000 6.89000000 56.38000000
18661 2 69.85000000 6.46000000 56.30000000
18662 1 1.40000000 6.19000000 58.83000000
18663 3 2.26000000 5.79000000 58.28000000
18664 1 1.86000000 6.15000000 60.23000000
18665 1 3.04000000 6.69000000 60.64000000
18666 1 4.07000000 7.45000000 59.90000000
18667 3 4.77000000 6.77000000 59.41000000
18668 3 3.59000000 8.19000000 59.25000000
18669 3 4.68000000 8.05000000 60.56000000
18670 1 3.22000000 6.43000000 62.02000000
18671 1 2.25000000 5.67000000 62.61000000
18672 6 0.91000000 5.38000000 61.53000000
18673 1 2.61000000 5.16000000 63.91000000
18674 4 2.00000000 4.31000000 64.91000000
18675 1 0.51000000 4.28000000 65.05000000
18676 3 0.07000000 4.63000000 64.12000000
18677 3 0.30000000 3.25000000 65.34000000
18678 3 0.28000000 5.01000000 65.83000000
18679 1 2.85000000 4.41000000 65.96000000
18680 1 2.83000000 3.78000000 67.57000000
18681 1 3.96000000 3.95000000 68.31000000
18682 1 3.74000000 3.32000000 69.56000000
18683 1 2.50000000 2.85000000 69.59000000
18684 4 1.83000000 3.20000000 68.39000000
18685 1 0.84000000 2.26000000 67.78000000
18686 3 0.45000000 1.57000000 68.53000000
18687 3 0.01000000 2.85000000 67.40000000
18688 3 1.35000000 1.65000000 67.05000000
18689 1 2.27000000 1.98000000 70.66000000
18690 1 3.34000000 1.83000000 71.46000000
18691 6 4.72000000 2.72000000 70.92000000
18692 1 3.11000000 0.98000000 72.59000000
18693 1 1.91000000 0.49000000 72.66000000
18694 6 0.83000000 1.16000000 71.34000000
18695 3 1.51000000 75.04000000 73.34000000
18696 1 4.15000000 0.97000000 73.73000000
18697 3 4.45000000 75.23000000 73.87000000
18698 3 5.03000000 1.55000000 73.46000000
18699 3 3.69000000 1.35000000 74.64000000
18700 1 5.22000000 4.80000000 67.76000000
18701 1 5.07000000 5.47000000 66.53000000
18702 1 3.90000000 5.21000000 65.57000000
18703 1 3.81000000 5.61000000 64.21000000
18704 6 4.62000000 6.64000000 63.05000000
18705 4 6.01000000 6.46000000 66.20000000
18706 1 6.98000000 6.77000000 67.07000000
18707 1 7.07000000 6.07000000 68.26000000
18708 4 6.19000000 5.17000000 68.62000000
18709 1 8.15000000 6.66000000 69.09000000
18710 1 8.67000000 7.79000000 68.35000000
18711 1 8.01000000 7.93000000 67.05000000
18712 5 7.97000000 8.95000000 66.40000000
18713 1 9.70000000 8.49000000 68.92000000
18714 3 10.18000000 9.30000000 68.37000000
18715 1 10.24000000 8.16000000 70.20000000
18716 3 10.95000000 8.82000000 70.70000000
18717 1 9.76000000 7.03000000 70.82000000
18718 3 10.18000000 6.64000000 71.76000000
18719 1 8.72000000 6.34000000 70.26000000
18720 3 8.22000000 5.53000000 70.78000000
18721 2 46.11000000 72.26000000 21.09000000
18722 1 47.45000000 72.50000000 20.78000000
18723 1 48.29000000 71.49000000 20.44000000
18724 3 47.99000000 70.45000000 20.45000000
18725 1 49.62000000 71.72000000 20.09000000
18726 1 50.69000000 70.74000000 19.69000000
18727 1 50.64000000 69.42000000 20.07000000
18728 1 49.59000000 68.39000000 19.80000000
18729 4 49.05000000 67.36000000 19.77000000
18730 1 51.64000000 68.77000000 20.91000000
18731 4 52.54000000 68.33000000 21.51000000
18732 1 51.92000000 71.51000000 19.32000000
18733 1 51.52000000 72.93000000 19.63000000
18734 5 52.16000000 73.93000000 19.41000000
18735 1 50.11000000 73.03000000 20.10000000
18736 1 49.26000000 74.11000000 20.46000000
18737 3 49.66000000 75.11000000 20.28000000
18738 1 47.91000000 73.84000000 20.79000000
18739 2 47.08000000 74.70000000 21.39000000
18740 1 53.12000000 71.03000000 18.88000000
18741 3 53.21000000 69.97000000 18.63000000
18742 1 54.42000000 71.63000000 18.62000000
18743 1 55.54000000 71.17000000 19.31000000
18744 1 55.54000000 70.30000000 20.54000000
18745 3 56.26000000 70.67000000 21.27000000
18746 3 54.56000000 70.20000000 21.00000000
18747 3 55.97000000 69.33000000 20.30000000
18748 1 56.73000000 71.51000000 18.54000000
18749 1 56.53000000 72.30000000 17.44000000
18750 6 54.85000000 72.52000000 17.09000000
18751 1 57.79000000 72.55000000 16.74000000
18752 4 58.22000000 73.34000000 15.66000000
18753 1 57.38000000 74.44000000 15.11000000
18754 3 56.83000000 74.90000000 15.92000000
18755 3 58.07000000 75.17000000 14.69000000
18756 3 56.74000000 73.97000000 14.37000000
18757 1 59.52000000 72.95000000 15.37000000
18758 1 60.51000000 73.18000000 14.10000000
18759 1 61.78000000 72.58000000 14.06000000
18760 1 62.40000000 73.07000000 12.87000000
18761 1 61.51000000 73.92000000 12.24000000
18762 4 60.30000000 74.06000000 12.96000000
18763 1 59.01000000 74.50000000 12.36000000
18764 3 58.76000000 0.15000000 12.85000000
18765 3 59.05000000 74.59000000 11.27000000
18766 3 58.22000000 73.79000000 12.60000000
18767 1 62.07000000 74.46000000 11.02000000
18768 1 63.40000000 74.12000000 10.87000000
18769 6 63.92000000 72.89000000 11.98000000
18770 1 64.10000000 74.70000000 9.74000000
18771 1 63.28000000 0.18000000 9.08000000
18772 6 61.53000000 0.24000000 9.72000000
18773 3 63.50000000 0.78000000 8.20000000
18774 1 65.52000000 74.42000000 9.14000000
18775 3 65.51000000 74.29000000 8.06000000
18776 3 66.20000000 75.23000000 9.42000000
18777 3 65.84000000 73.49000000 9.61000000
18778 1 62.17000000 71.68000000 15.29000000
18779 1 61.29000000 71.55000000 16.44000000
18780 1 59.94000000 72.10000000 16.39000000
18781 1 58.86000000 71.90000000 17.26000000
18782 6 58.47000000 71.13000000 18.81000000
18783 4 61.66000000 70.67000000 17.46000000
18784 1 62.74000000 69.88000000 17.27000000
18785 1 63.55000000 69.96000000 16.06000000
18786 4 63.32000000 70.86000000 15.13000000
18787 1 64.24000000 68.63000000 15.89000000
18788 1 63.98000000 67.84000000 17.03000000
18789 1 63.10000000 68.60000000 17.98000000
18790 5 63.23000000 68.55000000 19.21000000
18791 1 64.50000000 66.62000000 17.17000000
18792 3 64.28000000 65.98000000 18.02000000
18793 1 65.33000000 66.03000000 16.21000000
18794 3 65.72000000 65.03000000 16.35000000
18795 1 65.76000000 66.82000000 15.14000000
18796 3 66.69000000 66.64000000 14.60000000
18797 1 65.19000000 68.06000000 15.02000000
18798 3 65.37000000 68.63000000 14.11000000
18799 2 47.37000000 42.79000000 6.48000000
18800 1 47.37000000 43.12000000 7.81000000
18801 1 46.37000000 42.56000000 8.55000000
18802 3 45.48000000 42.26000000 8.01000000
18803 1 46.39000000 42.59000000 9.94000000
18804 1 45.56000000 41.90000000 10.98000000
18805 1 44.57000000 40.99000000 10.78000000
18806 1 43.56000000 41.06000000 9.70000000
18807 4 42.96000000 41.39000000 8.74000000
18808 1 44.28000000 39.82000000 11.58000000
18809 4 44.04000000 38.93000000 12.30000000
18810 1 46.27000000 42.19000000 12.34000000
18811 1 47.55000000 42.97000000 11.99000000
18812 5 48.57000000 43.06000000 12.64000000
18813 1 47.43000000 43.26000000 10.53000000
18814 1 48.39000000 43.98000000 9.74000000
18815 3 49.29000000 44.44000000 10.15000000
18816 1 48.35000000 43.93000000 8.41000000
18817 2 49.20000000 44.70000000 7.67000000
18818 1 45.76000000 42.16000000 13.59000000
18819 3 44.71000000 41.86000000 13.62000000
18820 1 46.16000000 42.46000000 14.98000000
18821 1 45.41000000 41.94000000 16.04000000
18822 1 44.62000000 40.60000000 16.07000000
18823 3 45.02000000 40.01000000 16.89000000
18824 3 43.55000000 40.77000000 16.24000000
18825 3 44.75000000 40.00000000 15.17000000
18826 1 45.58000000 42.72000000 17.24000000
18827 1 46.47000000 43.73000000 17.13000000
18828 6 47.26000000 43.83000000 15.57000000
18829 1 46.34000000 44.69000000 18.28000000
18830 4 46.87000000 45.94000000 18.58000000
18831 1 47.35000000 46.89000000 17.55000000
18832 3 46.96000000 47.90000000 17.66000000
18833 3 48.43000000 46.91000000 17.39000000
18834 3 46.91000000 46.51000000 16.62000000
18835 1 46.22000000 46.32000000 19.79000000
18836 1 46.22000000 47.72000000 20.62000000
18837 1 45.27000000 47.97000000 21.57000000
18838 1 45.50000000 49.30000000 22.03000000
18839 1 46.58000000 49.80000000 21.44000000
18840 4 47.09000000 48.84000000 20.53000000
18841 1 48.40000000 48.77000000 20.08000000
18842 3 48.61000000 49.65000000 19.47000000
18843 3 48.99000000 48.78000000 20.99000000
18844 3 48.61000000 47.82000000 19.59000000
18845 1 46.98000000 51.08000000 21.95000000
18846 1 46.08000000 51.45000000 22.88000000
18847 6 44.88000000 50.33000000 23.34000000
18848 1 46.52000000 52.73000000 23.56000000
18849 1 47.62000000 53.15000000 22.98000000
18850 6 48.35000000 52.20000000 21.70000000
18851 3 47.97000000 54.18000000 23.03000000
18852 1 45.71000000 53.43000000 24.66000000
18853 3 44.95000000 52.76000000 25.06000000
18854 3 46.38000000 53.71000000 25.46000000
18855 3 45.23000000 54.38000000 24.40000000
18856 1 44.09000000 46.95000000 22.02000000
18857 1 44.11000000 45.74000000 21.39000000
18858 1 45.31000000 45.40000000 20.15000000
18859 1 45.39000000 44.36000000 19.15000000
18860 6 44.52000000 42.85000000 18.70000000
18861 4 43.17000000 44.73000000 21.56000000
18862 1 42.18000000 45.09000000 22.36000000
18863 1 42.14000000 46.39000000 22.96000000
18864 4 43.05000000 47.31000000 22.84000000
18865 1 41.07000000 46.33000000 23.99000000
18866 1 40.36000000 45.14000000 23.95000000
18867 1 41.10000000 44.22000000 22.98000000
18868 5 40.62000000 43.15000000 22.63000000
18869 1 39.16000000 45.01000000 24.58000000
18870 3 38.43000000 44.25000000 24.30000000
18871 1 38.59000000 45.96000000 25.34000000
18872 3 37.53000000 45.94000000 25.60000000
18873 1 39.29000000 47.18000000 25.43000000
18874 3 39.03000000 47.86000000 26.23000000
18875 1 40.46000000 47.35000000 24.71000000
18876 3 41.08000000 48.22000000 24.93000000
18877 2 41.02000000 9.04000000 64.30000000
18878 1 41.85000000 8.06000000 64.73000000
18879 1 41.44000000 7.31000000 65.81000000
18880 3 40.47000000 7.54000000 66.22000000
18881 1 42.17000000 6.23000000 66.23000000
18882 1 41.73000000 5.09000000 67.09000000
18883 1 40.84000000 5.21000000 68.10000000
18884 1 40.99000000 6.17000000 69.29000000
18885 4 41.09000000 6.86000000 70.21000000
18886 1 39.64000000 4.44000000 68.06000000
18887 4 38.60000000 3.88000000 68.09000000
18888 1 42.75000000 4.00000000 66.94000000
18889 1 43.80000000 4.60000000 66.02000000
18890 5 44.90000000 4.16000000 65.65000000
18891 1 43.35000000 5.95000000 65.60000000
18892 1 43.77000000 6.69000000 64.58000000
18893 3 44.78000000 6.50000000 64.20000000
18894 1 43.02000000 7.79000000 64.09000000
18895 2 43.27000000 8.28000000 62.91000000
18896 1 42.77000000 2.83000000 67.55000000
18897 3 41.93000000 2.53000000 68.17000000
18898 1 43.83000000 1.85000000 67.70000000
18899 1 43.67000000 0.59000000 67.11000000
18900 1 42.40000000 75.28000000 66.54000000
18901 3 42.45000000 75.23000000 65.45000000
18902 3 42.37000000 74.21000000 66.75000000
18903 3 41.52000000 0.51000000 66.88000000
18904 1 44.93000000 75.13000000 67.19000000
18905 1 45.92000000 0.54000000 67.78000000
18906 6 45.49000000 2.11000000 68.36000000
18907 1 47.24000000 75.10000000 67.66000000
18908 4 48.55000000 0.15000000 67.90000000
18909 1 48.80000000 1.60000000 67.80000000
18910 3 48.44000000 2.22000000 68.61000000
18911 3 49.87000000 1.80000000 67.83000000
18912 3 48.45000000 1.95000000 66.83000000
18913 1 49.33000000 74.40000000 67.48000000
18914 1 50.96000000 74.04000000 67.60000000
18915 1 51.46000000 72.80000000 67.12000000
18916 1 52.89000000 72.82000000 67.08000000
18917 1 53.22000000 74.07000000 67.46000000
18918 4 52.11000000 74.86000000 67.84000000
18919 1 52.22000000 0.50000000 68.93000000
18920 3 51.83000000 1.44000000 68.55000000
18921 3 51.65000000 0.14000000 69.79000000
18922 3 53.27000000 0.59000000 69.22000000
18923 1 54.67000000 74.30000000 67.25000000
18924 1 55.32000000 73.23000000 66.79000000
18925 6 54.30000000 71.84000000 66.54000000
18926 1 56.66000000 73.43000000 66.46000000
18927 1 57.02000000 74.67000000 66.72000000
18928 6 55.74000000 0.39000000 67.34000000
18929 3 58.02000000 75.11000000 66.69000000
18930 1 57.43000000 72.60000000 65.43000000
18931 3 57.66000000 73.13000000 64.51000000
18932 3 58.40000000 72.32000000 65.84000000
18933 3 56.89000000 71.67000000 65.23000000
18934 1 50.48000000 71.66000000 66.38000000
18935 1 49.11000000 71.94000000 66.33000000
18936 1 48.50000000 73.44000000 66.89000000
18937 1 47.17000000 73.94000000 66.96000000
18938 6 45.49000000 73.56000000 66.49000000
18939 4 48.20000000 70.99000000 66.01000000
18940 1 48.64000000 69.77000000 65.78000000
18941 1 50.04000000 69.41000000 65.96000000
18942 4 50.94000000 70.32000000 66.26000000
18943 1 50.26000000 67.93000000 65.74000000
18944 1 49.01000000 67.38000000 65.60000000
18945 1 47.91000000 68.45000000 65.62000000
18946 5 46.67000000 68.25000000 65.59000000
18947 1 48.97000000 65.98000000 65.71000000
18948 3 48.13000000 65.38000000 65.33000000
18949 1 50.06000000 65.20000000 65.89000000
18950 3 49.86000000 64.18000000 66.19000000
18951 1 51.35000000 65.83000000 65.90000000
18952 3 52.30000000 65.40000000 66.24000000
18953 1 51.42000000 67.15000000 65.79000000
18954 3 52.35000000 67.72000000 65.83000000
18955 2 38.90000000 4.85000000 17.59000000
18956 1 39.22000000 4.67000000 16.31000000
18957 1 40.12000000 3.66000000 15.91000000
18958 3 40.38000000 2.96000000 16.70000000
18959 1 40.65000000 3.46000000 14.64000000
18960 1 41.85000000 2.73000000 14.10000000
18961 1 42.40000000 1.58000000 14.65000000
18962 1 42.89000000 1.44000000 16.01000000
18963 4 43.30000000 1.36000000 17.09000000
18964 1 42.57000000 0.36000000 13.92000000
18965 4 42.63000000 74.59000000 13.47000000
18966 1 42.22000000 3.37000000 12.78000000
18967 1 41.11000000 4.35000000 12.51000000
18968 5 41.02000000 5.09000000 11.54000000
18969 1 40.25000000 4.34000000 13.69000000
18970 1 39.24000000 5.27000000 13.97000000
18971 3 38.77000000 5.75000000 13.11000000
18972 1 38.76000000 5.52000000 15.24000000
18973 2 37.94000000 6.58000000 15.37000000
18974 1 43.27000000 3.07000000 11.99000000
18975 3 44.00000000 2.34000000 12.33000000
18976 1 43.78000000 3.55000000 10.66000000
18977 1 44.62000000 2.78000000 9.85000000
18978 1 44.52000000 1.29000000 9.63000000
18979 3 44.63000000 0.74000000 10.57000000
18980 3 43.50000000 1.08000000 9.30000000
18981 3 45.08000000 0.88000000 8.79000000
18982 1 45.18000000 3.59000000 8.85000000
18983 1 44.85000000 4.91000000 8.92000000
18984 6 43.71000000 5.27000000 10.15000000
18985 1 45.35000000 5.69000000 7.88000000
18986 4 45.46000000 7.00000000 7.59000000
18987 1 45.26000000 8.02000000 8.66000000
18988 3 44.85000000 7.60000000 9.58000000
18989 3 46.15000000 8.57000000 8.95000000
18990 3 44.51000000 8.70000000 8.27000000
18991 1 46.40000000 7.08000000 6.50000000
18992 1 46.91000000 8.40000000 5.68000000
18993 1 47.89000000 8.23000000 4.77000000
18994 1 47.84000000 9.31000000 3.86000000
18995 1 46.86000000 10.16000000 4.20000000
18996 4 46.28000000 9.67000000 5.40000000
18997 1 44.96000000 10.13000000 5.96000000
18998 3 44.46000000 10.83000000 5.28000000
18999 3 44.27000000 9.31000000 6.11000000
19000 3 45.13000000 10.62000000 6.92000000
19001 1 46.57000000 11.14000000 3.16000000
19002 1 47.17000000 10.86000000 2.01000000
19003 6 48.26000000 9.50000000 2.13000000
19004 1 46.72000000 11.65000000 0.95000000
19005 1 45.81000000 12.56000000 1.21000000
19006 6 45.36000000 12.39000000 2.95000000
19007 3 45.43000000 13.45000000 0.71000000
19008 1 47.38000000 11.52000000 74.83000000
19009 3 48.46000000 11.63000000 74.84000000
19010 3 47.17000000 10.58000000 74.33000000
19011 3 46.96000000 12.28000000 74.17000000
19012 1 48.46000000 6.73000000 4.49000000
19013 1 47.87000000 5.64000000 5.16000000
19014 1 46.82000000 5.81000000 6.21000000
19015 1 46.12000000 4.93000000 7.03000000
19016 6 46.06000000 3.20000000 7.43000000
19017 4 48.49000000 4.36000000 5.05000000
19018 1 49.59000000 4.28000000 4.35000000
19019 1 50.13000000 5.33000000 3.59000000
19020 4 49.63000000 6.56000000 3.69000000
19021 1 51.43000000 4.88000000 3.04000000
19022 1 51.60000000 3.53000000 3.38000000
19023 1 50.51000000 3.06000000 4.30000000
19024 5 50.50000000 2.02000000 4.99000000
19025 1 52.67000000 2.89000000 2.90000000
19026 3 52.79000000 1.84000000 3.20000000
19027 1 53.60000000 3.50000000 2.03000000
19028 3 54.48000000 2.94000000 1.72000000
19029 1 53.40000000 4.82000000 1.68000000
19030 3 54.11000000 5.34000000 1.05000000
19031 1 52.38000000 5.57000000 2.28000000
19032 3 52.34000000 6.66000000 2.18000000
19033 2 37.10000000 24.68000000 8.56000000
19034 1 37.36000000 25.84000000 7.85000000
19035 1 38.22000000 26.71000000 8.52000000
19036 3 38.49000000 26.57000000 9.55000000
19037 1 38.66000000 27.85000000 7.81000000
19038 1 39.29000000 29.14000000 8.30000000
19039 1 39.70000000 29.34000000 9.60000000
19040 1 39.00000000 30.20000000 10.56000000
19041 4 38.32000000 30.94000000 11.07000000
19042 1 40.72000000 28.57000000 10.27000000
19043 4 41.41000000 27.85000000 10.81000000
19044 1 39.14000000 30.26000000 7.30000000
19045 1 38.44000000 29.59000000 6.08000000
19046 5 37.82000000 30.20000000 5.23000000
19047 1 38.30000000 28.12000000 6.49000000
19048 1 37.47000000 27.13000000 5.86000000
19049 3 37.00000000 27.43000000 4.92000000
19050 1 37.05000000 26.01000000 6.51000000
19051 2 36.03000000 25.23000000 6.06000000
19052 1 39.78000000 31.40000000 7.24000000
19053 3 40.47000000 31.68000000 8.04000000
19054 1 39.67000000 32.52000000 6.28000000
19055 1 39.03000000 33.66000000 6.69000000
19056 1 38.39000000 33.91000000 8.04000000
19057 3 37.96000000 34.91000000 8.07000000
19058 3 37.60000000 33.24000000 8.37000000
19059 3 39.20000000 33.88000000 8.77000000
19060 1 39.00000000 34.65000000 5.55000000
19061 1 39.55000000 34.10000000 4.46000000
19062 6 40.08000000 32.41000000 4.57000000
19063 1 39.50000000 35.07000000 3.39000000
19064 4 39.83000000 35.13000000 2.02000000
19065 1 40.06000000 33.83000000 1.31000000
19066 3 39.48000000 33.01000000 1.74000000
19067 3 39.91000000 33.81000000 0.23000000
19068 3 41.09000000 33.49000000 1.37000000
19069 1 39.56000000 36.44000000 1.52000000
19070 1 39.68000000 37.08000000 0.03000000
19071 1 39.16000000 38.35000000 75.14000000
19072 1 39.25000000 38.67000000 73.79000000
19073 1 39.75000000 37.60000000 73.10000000
19074 4 40.10000000 36.55000000 74.08000000
19075 1 41.22000000 35.59000000 73.92000000
19076 3 41.80000000 35.86000000 74.80000000
19077 3 40.88000000 34.55000000 73.96000000
19078 3 41.85000000 35.74000000 73.04000000
19079 1 39.78000000 37.84000000 71.63000000
19080 1 39.37000000 39.08000000 71.36000000
19081 6 38.86000000 40.06000000 72.81000000
19082 1 39.54000000 39.52000000 69.98000000
19083 1 40.09000000 38.51000000 69.30000000
19084 6 40.55000000 37.08000000 70.27000000
19085 3 40.03000000 38.33000000 68.23000000
19086 1 39.19000000 40.92000000 69.45000000
19087 3 38.13000000 41.07000000 69.27000000
19088 3 39.44000000 41.72000000 70.15000000
19089 3 39.63000000 41.18000000 68.49000000
19090 1 38.47000000 39.07000000 0.97000000
19091 1 38.40000000 38.52000000 2.29000000
19092 1 38.96000000 37.14000000 2.54000000
19093 1 38.99000000 36.28000000 3.67000000
19094 6 38.43000000 36.32000000 5.37000000
19095 4 37.71000000 39.13000000 3.31000000
19096 1 37.08000000 40.28000000 2.92000000
19097 1 37.16000000 40.82000000 1.67000000
19098 4 37.84000000 40.24000000 0.74000000
19099 1 36.41000000 42.12000000 1.62000000
19100 1 36.06000000 42.36000000 2.93000000
19101 1 36.37000000 41.19000000 3.87000000
19102 5 36.39000000 41.27000000 5.10000000
19103 1 35.34000000 43.52000000 3.18000000
19104 3 34.97000000 43.72000000 4.19000000
19105 1 34.92000000 44.35000000 2.15000000
19106 3 34.51000000 45.32000000 2.43000000
19107 1 35.14000000 44.03000000 0.84000000
19108 3 34.77000000 44.65000000 0.02000000
19109 1 35.92000000 42.91000000 0.59000000
19110 3 35.99000000 42.54000000 74.86000000
19111 2 52.73000000 31.79000000 12.77000000
19112 1 51.90000000 32.07000000 11.71000000
19113 1 50.55000000 31.97000000 11.82000000
19114 3 50.17000000 31.53000000 12.73000000
19115 1 49.69000000 32.38000000 10.76000000
19116 1 48.21000000 32.69000000 10.75000000
19117 1 47.35000000 32.31000000 11.76000000
19118 1 47.02000000 30.91000000 12.11000000
19119 4 46.90000000 29.79000000 12.37000000
19120 1 46.39000000 33.10000000 12.47000000
19121 4 45.61000000 33.83000000 12.93000000
19122 1 47.85000000 33.30000000 9.39000000
19123 1 49.14000000 33.15000000 8.61000000
19124 5 49.31000000 33.32000000 7.41000000
19125 1 50.23000000 32.71000000 9.54000000
19126 1 51.67000000 32.80000000 9.41000000
19127 3 52.14000000 33.00000000 8.44000000
19128 1 52.50000000 32.52000000 10.52000000
19129 2 53.81000000 32.36000000 10.31000000
19130 1 46.68000000 33.79000000 9.01000000
19131 3 45.77000000 33.39000000 9.45000000
19132 1 46.17000000 34.54000000 7.84000000
19133 1 45.59000000 35.77000000 8.00000000
19134 1 44.65000000 36.19000000 9.16000000
19135 3 45.20000000 36.90000000 9.79000000
19136 3 43.81000000 36.74000000 8.74000000
19137 3 44.19000000 35.31000000 9.62000000
19138 1 45.65000000 36.64000000 6.85000000
19139 1 46.27000000 36.03000000 5.85000000
19140 6 46.63000000 34.34000000 6.14000000
19141 1 46.41000000 36.90000000 4.77000000
19142 4 47.11000000 36.87000000 3.51000000
19143 1 48.16000000 35.84000000 3.25000000
19144 3 48.97000000 36.34000000 2.71000000
19145 3 48.65000000 35.51000000 4.16000000
19146 3 47.73000000 35.06000000 2.62000000
19147 1 46.72000000 38.09000000 2.87000000
19148 1 47.12000000 38.55000000 1.43000000
19149 1 46.63000000 39.81000000 1.00000000
19150 1 46.80000000 39.89000000 74.88000000
19151 1 47.46000000 38.75000000 74.51000000
19152 4 47.63000000 37.93000000 0.26000000
19153 1 47.88000000 36.48000000 0.10000000
19154 3 47.85000000 36.25000000 74.34000000
19155 3 48.85000000 36.18000000 0.49000000
19156 3 47.02000000 35.97000000 0.52000000
19157 1 48.03000000 38.90000000 73.19000000
19158 1 47.72000000 40.12000000 72.65000000
19159 6 46.69000000 41.08000000 73.60000000
19160 1 48.37000000 40.37000000 71.34000000
19161 1 49.23000000 39.36000000 71.04000000
19162 6 49.27000000 38.09000000 72.28000000
19163 3 50.11000000 39.46000000 70.40000000
19164 1 47.97000000 41.41000000 70.37000000
19165 3 47.90000000 42.37000000 70.88000000
19166 3 48.64000000 41.48000000 69.51000000
19167 3 46.98000000 41.16000000 69.98000000
19168 1 45.82000000 40.74000000 2.06000000
19169 1 45.55000000 40.33000000 3.36000000
19170 1 45.95000000 38.82000000 3.73000000
19171 1 45.75000000 38.07000000 4.91000000
19172 6 45.13000000 38.30000000 6.54000000
19173 4 44.81000000 41.11000000 4.28000000
19174 1 44.56000000 42.30000000 3.82000000
19175 1 44.79000000 42.71000000 2.52000000
19176 4 45.38000000 41.98000000 1.62000000
19177 1 44.18000000 44.07000000 2.28000000
19178 1 43.58000000 44.46000000 3.47000000
19179 1 43.80000000 43.40000000 4.55000000
19180 5 43.54000000 43.60000000 5.71000000
19181 1 42.78000000 45.57000000 3.45000000
19182 3 42.18000000 45.89000000 4.30000000
19183 1 42.55000000 46.26000000 2.32000000
19184 3 41.79000000 47.04000000 2.23000000
19185 1 43.10000000 45.86000000 1.10000000
19186 3 42.71000000 46.28000000 0.18000000
19187 1 43.99000000 44.78000000 1.08000000
19188 3 44.67000000 44.65000000 0.25000000
19189 2 5.23000000 66.07000000 22.76000000
19190 1 6.35000000 66.83000000 22.63000000
19191 1 7.19000000 67.03000000 23.74000000
19192 3 7.34000000 66.28000000 24.50000000
19193 1 8.16000000 68.03000000 23.67000000
19194 1 9.12000000 68.45000000 24.73000000
19195 1 9.56000000 67.67000000 25.75000000
19196 1 8.80000000 67.59000000 26.99000000
19197 4 7.94000000 67.83000000 27.73000000
19198 1 10.88000000 66.97000000 25.91000000
19199 4 11.84000000 66.33000000 26.06000000
19200 1 9.60000000 69.82000000 24.30000000
19201 1 9.05000000 70.08000000 22.89000000
19202 5 9.40000000 70.93000000 22.06000000
